empresa,pais,ventas,beneficios,activos,valor de mercado
Aristocrat Leisure,Australia,3967.0,675.0,6507.0,16579.0
China Mengniu Dairy,Hong Kong,13789.0,800.8,16947.0,16577.0
Skyworks Solutions,United States,5304.0,1184.7,8947.0,16552.0
Cincinnati Financial,United States,7583.0,12.0,29719.0,16545.0
WSP,Canada,9166.0,331.7,10954.0,16535.0
ADNOC Drilling,United Arab Emirates,2673.0,801.8,5493.0,16513.0
Alinma Bank,Saudi Arabia,2893.0,997.0,56944.0,16501.0
Coles Group,Australia,27611.0,791.7,13202.0,16469.0
Bank Of Jiangsu,China,19884.0,3941.1,464100.0,16455.0
Iron Mountain,United States,5170.0,579.3,16466.0,16445.0
Anhui Conch Cement,China,19532.0,2381.6,35458.0,16443.0
Revvity,United States,3942.0,563.4,14130.0,16417.0
Wharf Real Estate Investment,Hong Kong,1589.0,-1131.0,32703.0,16405.0
Campbell Soup,United States,9177.0,813.0,11967.0,16393.0
Vonovia,Germany,6881.0,-2719.6,106189.0,16354.0
Yankuang Energy Group,China,22975.0,4558.7,44393.0,16347.0
Lamb Weston Holdings,United States,4809.0,542.1,5087.0,16332.0
China CSSC Holdings,China,8065.0,23.8,24056.0,16275.0
Kaspi.kz JSC,Kazakhstan,2842.0,1267.4,11069.0,16267.0
Targa Resources,United States,19954.0,1113.7,19026.0,16246.0
Tata Steel,India,30281.0,1090.1,35047.0,16220.0
Société Générale,France,53330.0,1494.5,1586806.0,16190.0
Tenaris,Luxembourg,13514.0,3165.7,18639.0,16138.0
Best Buy,United States,46298.0,1419.0,15803.0,16042.0
China Shipbuilding Industry,China,6153.0,-166.0,26844.0,16034.0
Rolls-Royce Holdings,United Kingdom,16654.0,-1380.8,35425.0,15957.0
IDEX,United States,3276.0,586.7,5658.0,15941.0
Jeronimo Martins,Portugal,27741.0,666.6,12642.0,15875.0
Santos,Australia,7902.0,2103.6,30297.0,15854.0
Mitsubishi Estate,Japan,10273.0,1298.9,53149.0,15842.0
Royalty Pharma,United States,2237.0,42.9,16813.0,15735.0
Hengli Petrochemical,China,31655.0,-129.0,34746.0,15715.0
Almarai,Saudi Arabia,5135.0,525.7,8758.0,15706.0
MGM Resorts,United States,14146.0,1936.3,43542.0,15694.0
ENN Energy Holdings,China,16406.0,874.3,14723.0,15688.0
W. P. Carey,United States,1553.0,736.5,18832.0,15666.0
China Merchants Shekou Industrial Zone Holdings,China,25130.0,596.9,132914.0,15654.0
Fresenius,Germany,42712.0,1441.9,81554.0,15599.0
Alfa Laval,Sweden,5353.0,489.5,7822.0,15595.0
Mega Financial Holding,Taiwan,3303.0,615.0,132127.0,15582.0
ICON (Ireland),Ireland,7818.0,510.0,17287.0,15549.0
Sodexo,France,23923.0,831.9,21816.0,15540.0
Westlake Chemical,United States,15094.0,1874.0,20806.0,15482.0
Aeroports de Paris,France,4927.0,542.3,20112.0,15464.0
Regions Financial,United States,8021.0,2309.0,154135.0,15458.0
Dassault Aviation,France,7304.0,752.7,24055.0,15452.0
QBE Insurance Group,Australia,14861.0,786.3,43807.0,15443.0
Bajaj Auto,India,4536.0,754.1,4275.0,15425.0
Qinghai Salt Lake Industry,China,3848.0,2084.7,6166.0,15383.0
Magna International,Canada,38910.0,445.8,27789.0,15381.0
DiDi Global,China,20908.0,-3532.0,18875.0,15346.0
Amcor,United Kingdom,14932.0,977.0,17278.0,15332.0
W. R. Berkley,United States,11146.0,1084.6,30312.0,15294.0
Quest Diagnostics,United States,9603.0,789.0,12794.0,15290.0
LKQ,United States,12795.0,1146.0,12508.0,15254.0
Northern Trust,United States,8714.0,1269.4,151108.0,15215.0
Advantest,Japan,4134.0,962.2,4510.0,15213.0
CNPC Capital,China,5502.0,785.5,146285.0,15182.0
AES,United States,12618.0,-546.0,38363.0,15174.0
OMV Group,Austria,59729.0,3615.9,59084.0,15166.0
Yunnan Baiyao Group,China,5450.0,525.8,7965.0,15141.0
Hyundai Mobis,South Korea,40172.0,1923.4,43817.0,15138.0
Jacobs Solutions,United States,15309.0,645.7,14918.0,15095.0
Bandai Namco Holdings,Japan,7634.0,878.1,6877.0,15085.0
PulteGroup,United States,16617.0,2679.7,14831.0,14960.0
Trina Solar,China,13242.0,715.4,15695.0,14936.0
Toyota Tsusho,Japan,72674.0,2096.8,47915.0,14920.0
JDE Peet's,Netherlands,8566.0,810.3,24493.0,14869.0
LG Electronics,South Korea,63313.0,336.8,44161.0,14865.0
LPL Financial Holdings,United States,8953.0,1050.8,9168.0,14821.0
Bank of Beijing,China,18584.0,3631.8,509663.0,14776.0
Everest Re Group,Bermuda,12449.0,651.1,38921.0,14744.0
CTBC Financial,Taiwan,13962.0,1049.2,251191.0,14732.0
Grupo Inbursa,Mexico,4005.0,1099.3,31098.0,14719.0
Nomura Research Institute,Japan,5108.0,563.1,6298.0,14716.0
Tourmaline Oil,Canada,5797.0,2373.7,13319.0,14709.0
United Airlines Holdings,United States,48818.0,1920.0,70417.0,14696.0
Standard Bank Group,South Africa,12178.0,2176.3,169488.0,14677.0
KPN,Netherlands,5595.0,799.8,12768.0,14673.0
China Steel,Taiwan,14000.0,206.8,22266.0,14640.0
Weichai Power,China,27295.0,831.9,44745.0,14620.0
Check Point Software,Israel,2353.0,811.6,5544.0,14607.0
CapitaLand Investment,Singapore,2132.0,624.4,26178.0,14583.0
Hubbell,United States,5077.0,546.0,5481.0,14581.0
First Citizens Bank (NC),United States,5100.0,1098.0,110687.0,14562.0
Nissan Motor,Japan,74283.0,982.6,128499.0,14523.0
Erste Group Bank,Austria,17545.0,2297.3,372567.0,14516.0
Julius Baer Group,Switzerland,4731.0,994.3,114185.0,14489.0
Agnico Eagle Mines,Canada,5921.0,2412.4,29646.0,14473.0
Nitori Holdings,Japan,6455.0,674.8,7832.0,14456.0
ASE Technology Holding,Taiwan,21620.0,1808.8,22184.0,14456.0
Teradyne,United States,3015.0,637.1,3383.0,14455.0
Emaar Properties,United Arab Emirates,7091.0,1860.1,36040.0,14441.0
Ares Management,United States,3134.0,153.4,22064.0,14425.0
Shenzhou International Group Holdings,China,4129.0,679.7,6256.0,14414.0
Gold Fields,South Africa,4274.0,692.7,7338.0,14395.0
Aviva,United Kingdom,-25511.0,-1449.8,363589.0,14393.0
Evergy,United States,5932.0,772.8,29686.0,14369.0
Inpex,Japan,17674.0,3332.2,47461.0,14367.0
HeidelbergCement,Germany,22170.0,1678.0,36383.0,14328.0
Carrefour,France,87324.0,1416.7,60354.0,14326.0
Reliance Steel,United States,16504.0,1699.9,10203.0,14320.0
ZTE,China,17971.0,1247.8,26775.0,14305.0
Indian Oil,India,103420.0,781.9,55925.0,14288.0
Builders FirstSource,United States,20929.0,2443.5,10477.0,14259.0
Jardine Matheson,Bermuda,37724.0,354.0,89148.0,14249.0
Huntington Bank,United States,8722.0,2380.0,189070.0,14220.0
Shimano,Japan,4508.0,882.9,6202.0,14210.0
FMC,United States,5796.0,723.5,11732.0,14191.0
Marathon Oil,United States,7346.0,2725.0,19940.0,14162.0
Toshiba,Japan,25485.0,1244.9,26572.0,14160.0
KB Financial Group,South Korea,44379.0,3311.8,557094.0,14147.0
Chewy,United States,10099.0,49.2,2738.0,14140.0
Norsk Hydro,Norway,21925.0,2510.7,20162.0,14125.0
Continental,Germany,41418.0,70.0,42094.0,14098.0
Grasim Industries,India,14368.0,1047.4,39153.0,14096.0
Akzo Nobel,Netherlands,11417.0,303.7,15934.0,14091.0
Bank of Nanjing,China,12732.0,2745.0,312647.0,14053.0
Sompo,Japan,33794.0,598.6,113224.0,14050.0
Molson Coors Brewing,United States,10833.0,-254.3,25852.0,14030.0
Expedia Group,United States,12083.0,329.0,24986.0,13985.0
Ganfeng Lithium,China,6085.0,3017.3,11387.0,13955.0
Secom,Japan,8195.0,705.7,14746.0,13937.0
Avery Dennison,United States,8755.0,680.1,8222.0,13892.0
Shinhan Financial Group,South Korea,33376.0,3464.7,534507.0,13847.0
B3,Brazil,1760.0,818.3,9210.0,13842.0
Alliant Energy,United States,4213.0,657.0,20240.0,13840.0
Huaxia Bank,China,24856.0,3684.8,586322.0,13839.0
Pool,United States,5974.0,668.9,3863.0,13818.0
Snap-on,United States,4933.0,943.0,7126.0,13805.0
SS&C Technologies,United States,5351.0,604.1,16008.0,13789.0
Eurofins Scientific Societe Europeenne,Luxembourg,7054.0,641.3,10762.0,13773.0
CGN Power,China,12100.0,1557.9,60055.0,13771.0
Ningxia Baofeng Energy Group,China,4115.0,837.4,9039.0,13767.0
Interpublic Group,United States,10880.0,904.6,16664.0,13739.0
TDK,Japan,16093.0,842.6,23646.0,13735.0
Uni-President,Taiwan,17604.0,575.9,17940.0,13704.0
AerCap Holdings,Ireland,6868.0,1706.9,69684.0,13704.0
Tsingtao Brewery,China,4594.0,602.0,7296.0,13699.0
NetApp,United States,6461.0,1288.0,9710.0,13658.0
Guosen Securities,China,4263.0,1568.3,58852.0,13658.0
Coinbase,United States,2800.0,-2274.2,139302.0,13657.0
Bunge,United States,66674.0,1554.0,27110.0,13636.0
Samsung C&T,South Korea,32805.0,1706.3,46644.0,13596.0
CF Industries Holdings,United States,10330.0,3023.0,13398.0,13574.0
SDIC Power Holdings,China,7542.0,679.0,38058.0,13557.0
Sichuan Road & Bridge,China,21473.0,1804.8,30346.0,13552.0
Poste Italiane,Italy,29301.0,1613.0,285670.0,13544.0
Avantor,United States,7342.0,617.6,13396.0,13536.0
Bank Of Shanghai,China,15282.0,3277.4,432217.0,13479.0
Commerzbank,Germany,15546.0,1508.1,524965.0,13456.0
Bunzl,United Kingdom,14830.0,584.4,10642.0,13428.0
Fortum,Finland,91170.0,-2540.2,25232.0,13401.0
NIO,China,7272.0,-2129.0,13860.0,13397.0
Gaming And Leisure Properties,United States,1352.0,748.3,11116.0,13393.0
Beijing Wantai Biological Pharmacy Enterprise,China,1582.0,678.2,2511.0,13391.0
Sumitomo Mitsui Trust,Japan,11749.0,1314.6,516546.0,13367.0
Loews,United States,14425.0,1049.0,76560.0,13359.0
Textron,United States,12892.0,859.0,16393.0,13341.0
Metro,Canada,14755.0,672.8,10061.0,13337.0
Brambles,Australia,5727.0,621.2,8354.0,13288.0
Shionogi,Japan,3451.0,1526.0,9562.0,13215.0
Kirin Holdings,Japan,15126.0,844.0,19268.0,13198.0
Sekisui House,Japan,22056.0,1389.5,23127.0,13190.0
Singapore Airlines,Singapore,9629.0,584.6,35887.0,13177.0
Formosa Chemicals,Taiwan,12087.0,17.5,18968.0,13172.0
Stanley Black & Decker,United States,16431.0,722.9,25072.0,13089.0
Watsco,United States,7301.0,549.5,3801.0,13074.0
BDO Unibank,Philippines,4690.0,1117.2,75173.0,13041.0
Mitsubishi Heavy Industries,Japan,31575.0,988.1,41515.0,13010.0
The Mosaic Company,United States,18807.0,2835.6,22858.0,12989.0
China Molybdenum,China,25096.0,678.8,23721.0,12955.0
Bouygues,France,46581.0,1022.6,64670.0,12951.0
Guangdong Haid Group,China,15756.0,434.5,6627.0,12934.0
Citizens Financial Group,United States,10349.0,2164.0,222256.0,12800.0
Franklin Resources,United States,7835.0,812.5,29086.0,12792.0
Segro,United Kingdom,824.0,-2373.6,20868.0,12776.0
DISCO Corp.,Japan,2097.0,611.7,3522.0,12773.0
Petronas Chemicals,Malaysia,6578.0,1436.2,12959.0,12729.0
Rheinmetall,Germany,6767.0,495.0,10124.0,12720.0
Brenntag,Germany,20420.0,932.0,12305.0,12703.0
Brookfield Renewable,United States,3778.0,1503.0,43288.0,12693.0
Host Hotels & Resorts,United States,5214.0,804.0,12225.0,12671.0
South32,Australia,8901.0,2287.8,15778.0,12652.0
Carnival Corporation,United States,14977.0,-4895.0,51985.0,12622.0
China Northern Rare Earth High-Tech,China,5318.0,780.0,5599.0,12616.0
TBEA,China,15116.0,2550.4,26194.0,12579.0
Subaru,Japan,26952.0,1228.3,29160.0,12568.0
Grupo Carso,Mexico,10181.0,1025.4,13289.0,12567.0
China Southern Airlines,China,12921.0,-4811.0,44916.0,12539.0
Power Assets Holdings,Hong Kong,162.0,721.4,12111.0,12533.0
Vedanta Limited,India,18933.0,1843.1,24841.0,12487.0
China Railway Construction,China,160595.0,3929.5,231633.0,12459.0
Taiwan Cooperative Financial,Taiwan,2531.0,679.2,145635.0,12436.0
Geely Automobile Holdings,Hong Kong,21838.0,750.3,22703.0,12380.0
Banque Saudi Fransi,Saudi Arabia,2805.0,952.1,61756.0,12379.0
Hyatt Hotels,United States,6292.0,586.0,12618.0,12357.0
Tech Mahindra,India,6631.0,601.2,5616.0,12348.0
Lenovo Group,Hong Kong,66007.0,1906.7,41749.0,12348.0
CIMB Group Holdings,Malaysia,6305.0,1236.0,151356.0,12331.0
Industrivarden,Sweden,606.0,1699.5,14132.0,12328.0
Solvay,Belgium,16626.0,1887.5,22186.0,12312.0
Booz Allen Hamilton Holding,United States,9064.0,427.7,6346.0,12312.0
Kingspan Group PLC,Ireland,8766.0,628.5,8198.0,12297.0
HAL Trust,Netherlands,10555.0,679.8,28511.0,12286.0
E.Sun Financial,Taiwan,1344.0,575.0,113210.0,12275.0
Hoshine Silicon Industry,China,3291.0,598.0,9661.0,12259.0
CSPC Pharmaceutical Group,China,4603.0,905.2,6009.0,12223.0
Worldline,France,4587.0,314.5,23328.0,12212.0
Packaging Corp of America,United States,8318.0,958.1,8049.0,12174.0
C.H. Robinson,United States,22492.0,785.1,5596.0,12168.0
Huatai Securities,China,5181.0,1654.0,126873.0,12138.0
U-Haul Holding,United States,5874.0,964.9,18116.0,12125.0
Dick's Sporting Goods,United States,12368.0,1043.1,9800.0,12124.0
Talanx,Germany,56191.0,1231.7,200255.0,12113.0
Deutsche Lufthansa,Germany,35800.0,944.3,48786.0,12104.0
Bank Leumi,Israel,5262.0,2294.4,198148.0,12066.0
Croda International Plc,United Kingdom,2574.0,799.8,4345.0,12057.0
Xinjiang Daqo New Energy,China,3977.0,2584.6,8039.0,12039.0
WPP,United Kingdom,17773.0,840.9,34991.0,12039.0
Masco,United States,8458.0,815.0,5430.0,12031.0
Zhejiang Huayou Cobalt,China,9988.0,543.7,17444.0,12025.0
Barry Callebaut,Switzerland,8624.0,388.4,8733.0,11993.0
Siam Makro,Thailand,13289.0,219.5,15841.0,11971.0
Burlington Stores,United States,8703.0,230.1,7270.0,11946.0
Albertsons,United States,77650.0,1513.5,28754.0,11944.0
Thai Beverage,Thailand,7949.0,879.2,13499.0,11941.0
Hindalco Industries,India,28375.0,1467.3,27550.0,11925.0
Lundbergs,Sweden,2823.0,149.6,20323.0,11918.0
OMRON,Japan,6465.0,545.0,7500.0,11906.0
Jiangsu Eastern Shenghong,China,11218.0,84.2,25494.0,11900.0
Inner Mongolia Baotou Steel,China,9863.0,-112.3,21634.0,11872.0
Emera,Canada,5779.0,774.3,29331.0,11867.0
Hotai Motor,Taiwan,8150.0,-648.4,13228.0,11854.0
NEC,Japan,24447.0,844.9,29935.0,11827.0
Qatar Islamic Bank,Qatar,1903.0,1113.6,48959.0,11795.0
NiSource,United States,5943.0,710.3,26854.0,11789.0
Camden Property Trust,United States,1492.0,613.9,9295.0,11781.0
Bank Negara Indonesia,Indonesia,5023.0,1232.9,66153.0,11755.0
Healthpeak Properties,United States,2088.0,545.5,15602.0,11749.0
Guotai Junan Securities,China,5703.0,1640.6,123810.0,11744.0
Celanese,United States,9673.0,1894.0,26272.0,11736.0
Suntory Beverage & Food,Japan,11027.0,625.9,13516.0,11728.0
Bank Hapoalim,Israel,5239.0,1944.1,188565.0,11728.0
Synchrony Financial,United States,14103.0,2685.0,107853.0,11717.0
Liberty Broadband,United States,983.0,1027.0,15129.0,11713.0
Guangzhou Tinci Materials Technology,China,3112.0,716.3,3778.0,11706.0
Coca-Cola HBC,Switzerland,9672.0,437.7,10624.0,11704.0
EQT,United States,11478.0,4505.6,22690.0,11699.0
First Financial Holding,Taiwan,3505.0,690.8,135257.0,11695.0
Nippon Yusen,Japan,20186.0,9406.9,28456.0,11693.0
Tenaga Nasional,Malaysia,15174.0,786.9,50296.0,11644.0
AECOM Technology,United States,13264.0,337.0,11406.0,11630.0
Resona Holdings,Japan,6352.0,814.7,556792.0,11624.0
Bank of Baroda,India,12810.0,1485.7,176292.0,11594.0
Seagate Technology,Ireland,8410.0,-161.0,7967.0,11584.0
MTN Group,South Africa,12642.0,1180.9,23032.0,11581.0
SK Innovation ,South Korea,61804.0,552.3,55246.0,11566.0
Aldar Properties,United Arab Emirates,3163.0,789.3,17368.0,11562.0
Unisplendour,China,10933.0,324.5,10570.0,11550.0
Knorr-Bremse,Germany,7514.0,512.5,8835.0,11476.0
Siam Cement,Thailand,15467.0,823.5,27013.0,11461.0
GF Securities,China,5487.0,1416.5,86794.0,11417.0
Chailease Holding,Taiwan,2905.0,913.1,28540.0,11391.0
Pan Pacific International Holdings,Japan,14385.0,521.3,11193.0,11321.0
China Coal Energy,China,32896.0,2984.3,48854.0,11320.0
Sonic Healthcare,Australia,5939.0,703.8,8502.0,11315.0
Swire Pacific,Hong Kong,11643.0,464.7,55704.0,11302.0
Adani Power Limited,India,4976.0,1288.3,10648.0,11302.0
Delivery Hero,Germany,9015.0,-3142.4,13977.0,11288.0
Volvo Car,Sweden,33831.0,1475.6,31478.0,11280.0
Quanta Computer,Taiwan,42949.0,971.3,26553.0,11272.0
Credicorp,Peru,5884.0,1207.8,62083.0,11240.0
Sasa Polyester Sanayi,Turkey,1872.0,638.1,2810.0,11237.0
International Paper,United States,20944.0,1805.0,23771.0,11227.0
CarMax,United States,29685.0,484.8,26550.0,11163.0
Viatris,United States,16174.0,2078.6,50022.0,11127.0
Leidos,United States,14601.0,672.0,13132.0,11087.0
Bank Of Hangzhou,China,9655.0,1797.3,246822.0,11069.0
AIB Group,Ireland,3616.0,737.8,138478.0,11045.0
Vivendi,France,10084.0,-1061.5,33384.0,11016.0
Dubai Islamic Bank,United Arab Emirates,4173.0,1414.9,79506.0,11001.0
XCMG Construction Machinery,China,11908.0,449.1,25504.0,10993.0
Paramount,United States,30091.0,-447.0,56561.0,10984.0
Suzano ,Brazil,9962.0,3552.0,26699.0,10953.0
Sinopharm Group,China,81974.0,1262.0,52473.0,10949.0
Eiffage,France,21931.0,941.7,38630.0,10947.0
China Communications Construction,China,106770.0,2774.3,218827.0,10938.0
Ningbo Port,China,3654.0,603.5,15849.0,10893.0
Carlisle Cos,United States,6275.0,830.2,7115.0,10886.0
Prysmian,Italy,16886.0,529.7,13614.0,10866.0
Sumitomo Realty,Japan,7032.0,1194.1,45162.0,10842.0
Bank Albilad,Saudi Arabia,1840.0,572.8,36063.0,10799.0
China Resources Power,Hong Kong,13193.0,899.4,36309.0,10789.0
Arab National Bank,Saudi Arabia,2531.0,817.7,56580.0,10779.0
Corebridge Financial,United States,26413.0,8149.0,333443.0,10775.0
West Japan Railway,Japan,10298.0,653.3,28068.0,10745.0
Nomura,Japan,18350.0,684.7,358944.0,10686.0
Western Digital,United States,15752.0,-93.0,25047.0,10681.0
Abu Dhabi Islamic Bank,United Arab Emirates,2219.0,1024.9,46875.0,10681.0
Nexi S.p.A.,Italy,5710.0,147.2,27189.0,10666.0
Suncorp Group,Australia,10144.0,591.3,74721.0,10654.0
LG ,South Korea,4553.0,972.7,23435.0,10652.0
JD Sports Fashion,United Kingdom,11946.0,427.5,9385.0,10636.0
Saputo,Canada,13313.0,384.1,10609.0,10628.0
Tianqi Lithium,China,5965.0,3556.0,10923.0,10602.0
Chesapeake Energy,United States,14123.0,4936.0,15726.0,10527.0
RPM International,United States,7224.0,522.4,6609.0,10469.0
Bank of Ireland,Ireland,8115.0,1034.7,163276.0,10465.0
Next,United Kingdom,6151.0,869.7,4904.0,10465.0
Evergreen Marine Corp. (Taiwan),Taiwan,21041.0,11209.9,28876.0,10464.0
Henry Schein,United States,12647.0,538.0,8607.0,10463.0
Fuyao Glass Industry Group,China,4167.0,707.4,7304.0,10459.0
BorgWarner,United States,16107.0,961.0,17117.0,10455.0
Globe Life,United States,5228.0,799.0,25537.0,10450.0
Renault,France,48756.0,-355.2,126276.0,10450.0
Stora Enso,Finland,12066.0,1507.9,22042.0,10446.0
CapitaMall Trust,Singapore,1057.0,524.6,18391.0,10432.0
Grupo Elektra,Mexico,8191.0,-365.4,21804.0,10420.0
Yara International,Norway,22026.0,1922.9,17652.0,10400.0
Zhongsheng Group Holdings,China,26712.0,992.8,13185.0,10376.0
Aluminum Corp of China,China,43284.0,626.8,30546.0,10369.0
Teleperformance,France,8570.0,677.9,9460.0,10367.0
All Nippon Airways,Japan,12600.0,660.3,25297.0,10364.0
GD Power Development,China,27541.0,398.7,61566.0,10348.0
China International Capital,China,2480.0,1048.6,93325.0,10322.0
NN Group,Netherlands,18141.0,464.5,230623.0,10317.0
Crown Holdings,United States,12752.0,613.0,14412.0,10296.0
Jabil Circuit,United States,35127.0,963.0,19567.0,10252.0
APA,United States,10414.0,2033.0,13213.0,10252.0
SCB X Public Company ,Thailand,5543.0,1545.4,97238.0,10252.0
Acciona,Spain,11766.0,463.5,24115.0,10215.0
Ipsen,France,3179.0,681.7,5985.0,10205.0
Sumitomo Metal Mining,Japan,10738.0,2005.2,20311.0,10201.0
IndusInd Bank,India,5542.0,926.2,55710.0,10187.0
Scentre Group,Australia,1704.0,208.4,25096.0,10137.0
Evonik Industries,Germany,19430.0,568.6,24764.0,10132.0
Telia,Sweden,8860.0,-1440.0,21898.0,10122.0
ENEOS Holdings,Japan,111198.0,2291.0,80996.0,10110.0
Universal Health Services,United States,13574.0,684.2,13556.0,10092.0
BJ's Wholesale Club,United States,19315.0,513.2,6350.0,10036.0
United Therapeutics,United States,1981.0,728.3,6346.0,10031.0
Sumitomo Electric,Japan,29201.0,762.1,30081.0,10002.0
ONO Pharmaceutical,Japan,3261.0,848.1,6295.0,9991.0
Tingyi Holding,China,11697.0,390.9,8408.0,9951.0
Huaneng Power International,China,36416.0,-1510.9,74151.0,9942.0
Cemex,Mexico,15934.0,581.3,27488.0,9898.0
Dangote Cement,Nigeria,3690.0,870.4,5857.0,9872.0
American Financial Group,United States,7001.0,820.0,23622.0,9870.0
Red Eléctrica,Spain,2118.0,698.6,15776.0,9864.0
Boliden,Sweden,8139.0,1226.3,9330.0,9855.0
News Corp,United States,10165.0,299.0,16891.0,9854.0
Great Wall Motor ,China,18595.0,1014.7,25917.0,9853.0
Koç Holding,Turkey,54645.0,4483.0,86810.0,9846.0
Asahi Kasei,Japan,20353.0,663.5,28027.0,9825.0
Hua Nan Financial,Taiwan,2687.0,580.6,118110.0,9796.0
Origin Energy,Australia,11561.0,-623.2,13894.0,9772.0
Reinsurance Group of America,United States,16567.0,938.0,86397.0,9746.0
Teva Pharmaceutical,Israel,14940.0,-2352.9,44006.0,9744.0
Alstom,France,17380.0,-614.1,30720.0,9702.0
SG Holdings,Japan,10586.0,933.5,6800.0,9699.0
Kansai Electric Power,Japan,29161.0,130.5,65929.0,9693.0
Bharat Petroleum,India,58395.0,-246.3,24188.0,9691.0
Performance Food Group,United States,56287.0,266.2,12408.0,9682.0
New China Life Insurance,China,33279.0,1485.1,177003.0,9680.0
Carlyle Group,United States,3845.0,754.1,21274.0,9668.0
President Chain Store,Taiwan,9809.0,326.6,7521.0,9653.0
Randstad N.V.,Netherlands,28563.0,908.9,11822.0,9650.0
Eastman,United States,10233.0,692.0,14983.0,9645.0
Caesars Entertainment,United States,11359.0,-355.0,33349.0,9615.0
Dentsu,Japan,9457.0,455.0,28356.0,9613.0
Smurfit Kappa Group,Ireland,13462.0,989.1,13585.0,9596.0
Nitto Denko,Japan,6855.0,805.6,8668.0,9595.0
Penske Automotive,United States,28178.0,1310.4,14396.0,9592.0
Ooredoo Q.P.S.C,Qatar,6258.0,730.9,15732.0,9592.0
AGCO,United States,13299.0,970.4,10812.0,9507.0
Galp Energia,Portugal,27376.0,1914.6,16717.0,9483.0
Owens Corning,United States,9746.0,1320.0,10840.0,9449.0
Multiply Group,United Arab Emirates,314.0,4927.3,11285.0,9424.0
Annaly Capital Management,United States,3758.0,-1141.2,86832.0,9418.0
United Utilities,United Kingdom,2359.0,653.5,16905.0,9416.0
International Airlines,United Kingdom,24283.0,474.4,41946.0,9412.0
Haitong Securities,China,5655.0,989.8,108406.0,9389.0
Commercial Bank For Investment & Development Of Vietnam,Vietnam,6039.0,779.6,89952.0,9377.0
Mowi ASA,Norway,5197.0,820.1,8038.0,9354.0
PKO Bank Polski,Poland,6118.0,747.3,98189.0,9354.0
Knight-swift Transportation Holdings,United States,7239.0,667.3,10943.0,9353.0
Yuanta Financial Holding,Taiwan,4028.0,719.7,98131.0,9323.0
Zalando,Germany,10811.0,41.2,7926.0,9307.0
Ford Otosan,Turkey,11800.0,1188.0,5980.0,9298.0
Fidelity National Financial,United States,10903.0,680.0,69654.0,9293.0
China Hongqiao Group,China,19622.0,1332.6,26719.0,9285.0
Isuzu Motors,Japan,23375.0,1120.5,22851.0,9281.0
Zhejiang Zheneng Electric Power,China,12388.0,-405.7,16991.0,9274.0
Schroders,United Kingdom,3607.0,590.9,25663.0,9259.0
Flex,United States,29720.0,819.0,20892.0,9247.0
Mediobanca,Italy,3543.0,984.0,100042.0,9234.0
Darling Ingredients,United States,6512.0,737.7,9202.0,9227.0
Korea Electric Power,South Korea,55149.0,-18935.7,185690.0,9221.0
Tapestry,United States,6594.0,836.7,7258.0,9200.0
KeyCorp,United States,8675.0,1781.0,197519.0,9194.0
Hana Financial Group,South Korea,29413.0,2803.8,449880.0,9170.0
TFI International,Canada,8450.0,781.1,5504.0,9152.0
Toray Industries,Japan,18882.0,528.3,24742.0,9125.0
YTO Express Group,China,7942.0,576.9,5868.0,9124.0
China Longyuan Power,China,5694.0,771.1,33127.0,9090.0
China Merchants Securities,China,4930.0,1465.7,89789.0,9087.0
FinecoBank,Italy,1096.0,450.3,38708.0,9081.0
Samsung Life Insurance,South Korea,23146.0,1225.4,249471.0,9069.0
RenaissanceRe Holdings,Bermuda,6362.0,-112.2,32433.0,9063.0
Aramark,United States,16979.0,226.0,15291.0,9063.0
China National Chemical,China,24102.0,809.3,29023.0,9061.0
American Airlines Group,United States,52262.0,1772.0,66786.0,9055.0
YPF ,Argentina,18625.0,2210.5,25905.0,9047.0
Tokyo Gas,Japan,24275.0,2072.9,26910.0,9022.0
Boston Properties,United States,3158.0,783.0,24625.0,9003.0
CPI Property Group,Luxembourg,1696.0,585.6,25103.0,8961.0
US Foods,United States,34057.0,265.0,12773.0,8951.0
Vistra Energy,United States,17837.0,-1228.0,33820.0,8934.0
Aegon,Netherlands,20068.0,-795.6,405290.0,8918.0
Pilbara Minerals,Australia,2134.0,1171.4,2581.0,8895.0
Bangkok Bank,Thailand,5744.0,915.7,130462.0,8891.0
Turkish Airlines,Turkey,19681.0,2785.8,32001.0,8883.0
TCL ,China,24041.0,-239.2,55210.0,8870.0
Kasikornbank,Thailand,8179.0,1000.2,123939.0,8843.0
Grupo ACS,Spain,35329.0,702.3,39784.0,8818.0
Yamaha Motor,Japan,17095.0,1326.3,16547.0,8788.0
Csc Financial,China,4684.0,988.3,76424.0,8748.0
China Jushi,China,2705.0,830.6,7487.0,8746.0
ENN Natural Gas,China,22227.0,954.9,20271.0,8735.0
Gerdau (Cosigua),Brazil,15701.0,2270.5,14939.0,8730.0
Banque Cantonale Vaudoise,Switzerland,1239.0,406.6,64199.0,8722.0
China Eastern Airlines,China,8022.0,-3985.4,43655.0,8721.0
OTP Bank,Hungary,7002.0,998.2,78780.0,8720.0
Casey's General Stores,United States,15225.0,450.4,5841.0,8707.0
Unum,United States,12031.0,1419.0,50900.0,8707.0
Equitable Holdings,United States,12430.0,1389.0,261500.0,8694.0
Shanxi Lu'an Environmental,China,7022.0,2199.9,13823.0,8656.0
Liberty Global,United Kingdom,7196.0,626.8,42895.0,8653.0
