empresa,pais,ventas,beneficios,activos,valor de mercado
NCSOFT,South Korea,2048.0,497.8,3757.0,16835.0
Poste Italiane,Italy,27631.0,1318.9,333242.0,16791.0
MS&AD Insurance,Japan,42778.0,216.9,232450.0,16788.0
OMV Group,Austria,18867.0,1434.1,63444.0,16777.0
Lenovo Group,Hong Kong,55683.0,960.6,38645.0,16769.0
3i Group,United Kingdom,157.0,903.4,12808.0,16749.0
IDEX,United States,2352.0,377.8,4414.0,16739.0
Markel,United States,9739.0,787.3,34935.0,16733.0
Surgutneftegas,Russia,18755.0,8377.4,79427.0,16691.0
Zhongsheng Group Holdings,China,21580.0,805.2,10474.0,16600.0
Nippon Steel ,Japan,45850.0,-1853.8,70442.0,16581.0
Huntington Bank,United States,4984.0,817.0,123038.0,16542.0
Veolia Environnement,France,29651.0,101.2,55505.0,16511.0
Avery Dennison,United States,6972.0,555.9,6084.0,16488.0
OMRON,Japan,6081.0,363.4,7431.0,16476.0
Shanghai International Port,China,3713.0,1203.5,23842.0,16449.0
Puma,Germany,5967.0,89.9,5731.0,16443.0
Masco,United States,7188.0,631.0,5777.0,16400.0
Swiss Life Holding,Switzerland,23883.0,1114.4,268999.0,16376.0
Nomura,Japan,16475.0,2566.8,431907.0,16363.0
Sumitomo Realty,Japan,8910.0,1465.7,53523.0,16355.0
Guosen Securities,China,3053.0,958.5,46294.0,16343.0
WPP,United Kingdom,15392.0,-3815.5,49470.0,16325.0
Check Point Software,Israel,2065.0,846.6,5839.0,16298.0
Publicis Groupe,France,12298.0,656.6,36903.0,16275.0
NEC,Japan,27762.0,986.3,32388.0,16252.0
Royalty Pharma,United States,2122.0,974.9,16020.0,16251.0
Pembina Pipeline,Canada,4624.0,-235.6,24659.0,16246.0
Charles River Labs,United States,2924.0,364.3,5491.0,16237.0
Segro,United Kingdom,554.0,1829.8,17314.0,16226.0
Chow Tai Fook Jewellery,Hong Kong,6674.0,463.1,8564.0,16216.0
Kingspan Group PLC,Ireland,5217.0,425.9,6536.0,16209.0
Viatris,United States,11944.0,-669.9,61553.0,16175.0
Arch Capital Group,Bermuda,8309.0,1405.5,37547.0,16163.0
Shionogi,Japan,2865.0,1091.4,9160.0,16139.0
Cenovus Energy,Canada,9861.0,-1773.7,26438.0,16094.0
Atlantia,Italy,8986.0,-1341.8,107496.0,16082.0
VICI Properties,United States,1226.0,891.7,17064.0,16078.0
Tata Motors,India,30175.0,-2123.6,41767.0,16065.0
Coles Group,Australia,27060.0,722.2,16533.0,16058.0
Advanced Info Service,Thailand,5525.0,876.6,11700.0,15998.0
Asahi Kasei,Japan,19667.0,750.1,27810.0,15977.0
Kirin Holdings,Japan,17323.0,673.7,23821.0,15931.0
Teledyne Technologies,United States,3061.0,401.9,5085.0,15909.0
Bouygues,France,39550.0,793.4,49704.0,15877.0
Stora Enso,Finland,9751.0,714.8,21328.0,15843.0
TrygVesta,Denmark,3449.0,424.1,9801.0,15826.0
NN Group,Netherlands,21148.0,2103.3,321396.0,15791.0
News Corp,United States,8720.0,-862.0,15094.0,15772.0
Swatch Group,Switzerland,5961.0,-54.3,14590.0,15763.0
Siam Cement,Thailand,12780.0,1091.0,25013.0,15758.0
Daqin Railway,China,10349.0,1495.8,21931.0,15749.0
Agnico Eagle Mines,Canada,3138.0,511.6,9615.0,15738.0
First Quantum Minerals,Canada,5211.0,-185.8,24236.0,15736.0
Grupo Elektra,Mexico,5754.0,-89.0,18614.0,15728.0
bioMerieux,France,3555.0,461.0,4806.0,15721.0
Eastman Chemical,United States,8464.0,478.0,16083.0,15691.0
Penn National Gaming,United States,3579.0,-669.5,17126.0,15648.0
Saudi British Bank,Saudi Arabia,2661.0,-1087.5,73689.0,15585.0
Impala Platinum Holdings,South Africa,6071.0,2291.6,8166.0,15556.0
Kinnevik,Sweden,575.0,4375.4,14094.0,15545.0
Toyota Tsusho,Japan,56954.0,1014.7,47048.0,15520.0
Joint Stock Commercial Bank for Foreign Trade of Vietnam,Vietnam,3724.0,793.9,57456.0,15483.0
Itaúsa,Brazil,1140.0,1367.9,13977.0,15411.0
Baker Hughes Company,United States,20705.0,-9928.0,38007.0,15403.0
Mega Financial Holding,Taiwan,2794.0,849.7,137247.0,15380.0
Petronas Chemicals,Malaysia,3418.0,387.7,10253.0,15372.0
Bank of Beijing,China,17924.0,2843.8,421203.0,15364.0
Natixis,France,23172.0,-21.7,606049.0,15339.0
Goertek,China,8337.0,412.6,7511.0,15331.0
Domino's Pizza,United States,4117.0,491.3,1567.0,15321.0
XPO Logistics,United States,16252.0,91.0,16169.0,15313.0
HelloFresh,Germany,4275.0,420.3,1867.0,15311.0
CTBC Financial,Taiwan,13386.0,1455.4,235485.0,15308.0
Liberty Global,United Kingdom,11980.0,-1628.0,59093.0,15284.0
Westinghouse Air Brake Technologies,United States,7556.0,413.9,18454.0,15227.0
Franklin Resources,United States,5818.0,767.5,21230.0,15187.0
Subaru,Japan,27484.0,1078.0,31969.0,15187.0
Wens Foodstuff Group,China,10849.0,1066.9,12285.0,15174.0
Banco do Brasil,Brazil,23972.0,2297.6,314014.0,15110.0
HAL Trust,Monaco,6056.0,716.5,24800.0,15064.0
Sibanye Stillwater,South Africa,7737.0,1780.3,9130.0,15045.0
Xinyi Solar Holdings,China,1588.0,588.0,5600.0,14988.0
Campbell Soup,United States,8965.0,806.0,12498.0,14969.0
PerkinElmer,United States,3783.0,728.0,7960.0,14922.0
LARGAN Precision,Taiwan,1900.0,833.2,6096.0,14863.0
JBS,Brazil,52384.0,891.5,31536.0,14848.0
Huaxia Bank,China,22937.0,2965.6,489185.0,14814.0
Terna,Italy,2807.0,895.5,25323.0,14783.0
Power Grid of India,India,5299.0,1595.2,35039.0,14770.0
Sodexo,France,18781.0,-764.0,21916.0,14762.0
CEZ Group,Czech Republic,9116.0,234.2,32728.0,14755.0
CSPC Pharmaceutical Group,Hong Kong,3613.0,749.0,4598.0,14755.0
Whirlpool,United States,19449.0,1081.0,20350.0,14739.0
Crown Holdings,United States,11561.0,579.0,16670.0,14718.0
FMC,United States,4642.0,550.1,10186.0,14717.0
China Shipbuilding Industry,China,5472.0,-118.9,25701.0,14682.0
Uni-President,Taiwan,15192.0,731.6,17629.0,14676.0
Carrefour,France,82249.0,730.7,58226.0,14658.0
Sekisui House,Japan,23014.0,1162.0,25081.0,14649.0
CapitaLand,Singapore,4878.0,-1141.3,63837.0,14644.0
Hydro One,Canada,5435.0,1333.0,23779.0,14636.0
Pan Pacific International Holdings,Japan,15698.0,506.3,13192.0,14621.0
Marubeni,Japan,57997.0,-1716.6,62818.0,14614.0
Molina Healthcare,United States,19295.0,673.0,9561.0,14613.0
SG Holdings,Japan,11801.0,678.6,7479.0,14606.0
Loews,United States,12583.0,-931.0,75779.0,14524.0
Lundbergs,Sweden,1975.0,390.1,21919.0,14466.0
PICC,China,82443.0,2889.6,191972.0,14457.0
China Merchants Shekou Industrial Zone Holdings,China,17468.0,1775.2,112719.0,14451.0
China Molybdenum,China,16294.0,338.6,18722.0,14450.0
BioMarin Pharmaceutical,United States,1842.0,859.1,5848.0,14437.0
JM Smucker,United States,8174.0,951.3,16429.0,14435.0
Equitable Holdings,United States,12416.0,-635.0,275397.0,14431.0
WestRock,United States,17557.0,-677.5,28836.0,14396.0
Leidos,United States,12297.0,628.0,12511.0,14372.0
Evergy,United States,4913.0,618.3,27115.0,14366.0
PulteGroup,United States,11036.0,1394.9,12205.0,14340.0
Tata Steel,India,18187.0,-85.7,33128.0,14318.0
International Airlines,United Kingdom,8921.0,-7882.1,37030.0,14308.0
Dollarama,Canada,3007.0,421.5,3644.0,14307.0
Safaricom,Kenya,2451.0,682.8,2098.0,14306.0
Mohawk Industries,United States,9552.0,515.6,14328.0,14295.0
Fortune Brands Home & Security,United States,6090.0,553.1,7359.0,14289.0
Erste Group Bank,Austria,10578.0,762.1,340412.0,14281.0
China National Nuclear Power,China,6931.0,832.9,52835.0,14264.0
ENEOS Holdings,Japan,72791.0,-2299.2,77721.0,14234.0
Brenntag,Germany,13424.0,531.8,10157.0,14207.0
Bank of Nanjing,China,9540.0,1805.6,219526.0,14191.0
Howmet Aerospace,United States,6834.0,261.0,11443.0,14179.0
WR Berkley,United States,8036.0,530.7,27959.0,14173.0
Bajaj Auto,India,3502.0,628.7,3985.0,14150.0
Randstad N.V.,Netherlands,23618.0,346.6,11730.0,14126.0
Persimmon,United Kingdom,4268.0,818.7,6320.0,14105.0
American Airlines Group,United States,17338.0,-8885.0,62008.0,14092.0
Julius Baer Group,Switzerland,4323.0,743.7,123465.0,14068.0
Lumen Technologies,United States,20712.0,-1232.0,59394.0,14052.0
Alliant Energy,United States,3416.0,624.5,18345.0,14047.0
Brown & Brown,United States,2613.0,465.4,9101.0,14047.0
Thai Beverage,Thailand,8127.0,729.9,13701.0,14030.0
Zhongtai Securities,China,1500.0,394.2,26679.0,14017.0
Bank Of Jiangsu,China,14892.0,2097.0,332665.0,14016.0
Alfa Laval,Sweden,4505.0,423.2,7411.0,13992.0
Shaw Communications,Canada,4061.0,553.9,12550.0,13963.0
Transneft,Russia,14263.0,2100.1,44095.0,13934.0
Tenaga Nasional,Malaysia,10465.0,855.0,45105.0,13933.0
Norsk Hydro,Norway,14587.0,397.8,19202.0,13881.0
Yara International,Norway,11589.0,683.5,16605.0,13881.0
Almarai,Saudi Arabia,4107.0,529.7,8730.0,13836.0
SKF Group,Sweden,8132.0,466.9,11027.0,13820.0
KPN,Netherlands,6022.0,639.5,14780.0,13807.0
New World Development,Hong Kong,7951.0,140.8,79508.0,13806.0
China Hongqiao Group,China,12499.0,1533.6,27758.0,13805.0
George Weston,Canada,40785.0,718.0,37735.0,13778.0
Korea Electric Power,South Korea,49640.0,1687.7,187004.0,13773.0
Mahindra & Mahindra,India,11022.0,-79.9,24316.0,13747.0
Japan Exchange Group,Japan,1254.0,483.8,575264.0,13732.0
Maroc Telecom,Morocco,3874.0,571.3,7136.0,13703.0
Sompo,Japan,34382.0,931.9,123332.0,13691.0
Standard Bank Group,South Africa,10541.0,799.4,172441.0,13689.0
Umicore,Belgium,23609.0,148.8,10344.0,13686.0
Schroders,United States,3294.0,610.8,29626.0,13685.0
Bank Of Hangzhou,China,6766.0,980.9,163137.0,13682.0
CNP Assurances,France,37534.0,1491.3,515674.0,13632.0
Covestro,Germany,12205.0,523.2,16055.0,13537.0
LKQ,United States,11629.0,638.4,12361.0,13512.0
Xinyi Glass Holdings,Hong Kong,2400.0,828.0,5813.0,13493.0
Swedish Match,Sweden,1814.0,524.2,1845.0,13451.0
SK Holdings ,South Korea,69389.0,160.5,126704.0,13401.0
NTPC,India,15060.0,1556.3,53802.0,13355.0
Packaging Corp of America,United States,6658.0,457.4,7651.0,13334.0
Quanta Computer,Taiwan,37048.0,860.2,23626.0,13316.0
Samsung SDS,South Korea,9338.0,375.8,8428.0,13303.0
Textron,United States,11651.0,309.0,15443.0,13284.0
Williams-Sonoma,United States,6783.0,680.7,4661.0,13281.0
CenterPoint Energy,United States,7418.0,-773.0,34375.0,13271.0
Scotts Miracle-Gro,United States,4514.0,483.3,4001.0,13270.0
JD Sports Fashion,United Kingdom,7932.0,288.5,7088.0,13253.0
Mondi,United Kingdom,7594.0,661.5,10237.0,13248.0
Quanta Services,United States,11203.0,445.6,8398.0,13242.0
C.H. Robinson,United States,16207.0,506.4,5144.0,13214.0
Sonic Healthcare,Australia,5397.0,654.7,8995.0,13201.0
Tech Mahindra,India,5075.0,560.0,5184.0,13161.0
Admiral Group ,United Kingdom,1667.0,678.1,7872.0,13135.0
Huatai Securities,China,6739.0,1562.9,109598.0,13119.0
Signature Bank,United States,2018.0,526.6,74097.0,13113.0
Samsung Electro-Mechanics,South Korea,6957.0,511.9,8493.0,13095.0
Atmos Energy,United States,2860.0,640.0,16476.0,13049.0
Solvay,Belgium,11074.0,-1256.3,20546.0,13031.0
Saputo,Canada,10866.0,455.7,10495.0,13031.0
KION Group,Germany,9509.0,244.4,18442.0,13009.0
Samsung Life Insurance,South Korea,24299.0,1072.8,309720.0,12997.0
Sumitomo Mitsui Trust,Japan,12061.0,1270.7,587903.0,12997.0
Fidelity National Financial,United States,10791.0,1427.0,48395.0,12995.0
Barry Callebaut,Switzerland,7132.0,327.0,8003.0,12919.0
China National Building,China,37023.0,1823.6,69785.0,12918.0
ONO Pharmaceutical,Japan,2829.0,696.5,6964.0,12910.0
Power Assets Holdings,Hong Kong,164.0,790.6,12065.0,12855.0
WH Group ,Hong Kong,25589.0,827.9,18715.0,12848.0
Medical Properties Trust,United States,1249.0,429.3,16829.0,12841.0
Snap-on,United States,3942.0,627.0,6557.0,12821.0
Smurfit Kappa Group,Ireland,9730.0,621.4,13126.0,12816.0
Evraz Group,United Kingdom,9760.0,851.2,8710.0,12738.0
W.P. Carey,United States,1218.0,455.4,14708.0,12731.0
Makita,Japan,5250.0,525.0,7280.0,12726.0
Mosaic,United States,8682.0,666.1,19790.0,12704.0
Coca-Cola HBC,Switzerland,7002.0,476.3,9266.0,12638.0
Advance Auto Parts,United States,10106.0,493.0,11840.0,12623.0
Renault,France,49559.0,-9128.9,141610.0,12603.0
Shenzhen Overseas,China,10688.0,1810.6,69817.0,12564.0
China Railway Group,China,141613.0,3436.8,183488.0,12523.0
CRRC,China,32925.0,1654.8,60045.0,12521.0
Lincoln National,United States,17429.0,499.0,352423.0,12479.0
Guotai Junan Securities,China,5767.0,1546.1,107480.0,12454.0
Universal Health Services,United States,11559.0,941.0,13477.0,12441.0
Sofina,Belgium,97.0,1572.1,11126.0,12412.0
Zoomlion Heavy Industry,China,9454.0,1055.2,17775.0,12409.0
Annaly Capital Management,United States,1484.0,-891.2,88455.0,12391.0
DaVita,United States,11551.0,783.3,17762.0,12374.0
Falabella,Chile,11525.0,-36.3,24264.0,12355.0
Fairfax Financial,Canada,19253.0,202.4,74054.0,12296.0
Westlake Chemical,United States,7504.0,329.0,13835.0,12262.0
Invesco,United States,6157.0,761.6,36504.0,12256.0
Gap,United States,13800.0,-665.0,13769.0,12256.0
CNPC Capital,China,4365.0,21905.9,135186.0,12229.0
Nitto Denko,Japan,6898.0,558.3,8878.0,12209.0
Kesko,Finland,12163.0,494.1,8127.0,12186.0
Sumitomo Electric,Japan,26691.0,216.4,31170.0,12120.0
Fosun International,China,19824.0,1172.3,117386.0,12106.0
RPM International,United States,5821.0,452.2,5792.0,12105.0
Rolls-Royce Holdings,United Kingdom,15084.0,-4065.1,40348.0,12091.0
Bharat Petroleum,India,30015.0,541.8,20611.0,12078.0
Aeroports de Paris,France,2436.0,-1332.6,22721.0,12072.0
OTP Bank,Hungary,4952.0,841.7,78726.0,12067.0
China Merchants Securities,China,4518.0,1261.3,76413.0,12066.0
Shanghai Fosun Pharmaceutical,China,4377.0,531.4,12788.0,12039.0
New Hope Liuhe,China,15894.0,635.6,16829.0,12022.0
China Resources Gas Group,Hong Kong,7203.0,664.2,12106.0,12013.0
Amerco,United States,4304.0,659.4,14447.0,12010.0
Melrose Industries ,United Kingdom,11246.0,-677.1,22801.0,12008.0
Singapore Airlines,Singapore,11645.0,-154.5,23677.0,12004.0
Zhejiang NHU,China,1476.0,516.7,4724.0,11997.0
Sumitomo Metal Mining,Japan,8429.0,510.9,17199.0,11987.0
Grasim Industries,India,9836.0,546.4,33864.0,11977.0
Autohome,China,1257.0,495.8,3629.0,11964.0
Interpublic Group,United States,9061.0,351.1,18043.0,11955.0
E.Sun Financial,Taiwan,2336.0,612.2,105764.0,11951.0
Teva Pharmaceutical,Israel,16614.0,-3962.0,50640.0,11936.0
Swire Pacific,Hong Kong,10319.0,-1418.1,55857.0,11914.0
Brambles,Australia,4893.0,458.0,7497.0,11899.0
Abu Dhabi Commercial Bank,United Arab Emirates,4819.0,960.7,111936.0,11869.0
New China Life Insurance,China,29851.0,2065.6,153056.0,11864.0
Ramsay Health Care,Australia,8098.0,173.2,13425.0,11858.0
CGN Power,China,10164.0,1375.9,59925.0,11829.0
Teck Resources,Canada,6671.0,-644.2,32400.0,11826.0
Sharp,Japan,21820.0,92.8,18769.0,11820.0
Everest Re Group,Bermuda,9598.0,507.8,30382.0,11811.0
Qatar Islamic Bank,Qatar,1774.0,859.0,49496.0,11809.0
LPL Financial Holdings,United States,5872.0,472.6,6524.0,11793.0
Bunge,United States,41417.0,1155.0,23655.0,11786.0
CSN,Brazil,5828.0,735.6,12129.0,11784.0
Gjensidige Forsikring,Norway,3136.0,526.2,13694.0,11747.0
BorgWarner,United States,10165.0,500.0,16029.0,11702.0
Metro,Canada,13603.0,608.4,10569.0,11700.0
Haitong Securities,China,6511.0,1347.1,96344.0,11686.0
Evergreen Marine Corp. (Taiwan),Taiwan,7033.0,827.5,11895.0,11663.0
Booz Allen Hamilton Holding,United States,7849.0,546.6,5368.0,11660.0
MTN Group,South Africa,10894.0,1033.9,23756.0,11654.0
Molson Coors Brewing,United States,9654.0,-949.0,27331.0,11598.0
Vedanta Limited,India,10735.0,-993.6,24744.0,11589.0
Bunzl,United Kingdom,12966.0,551.4,9447.0,11564.0
ZTE,China,14719.0,618.7,23034.0,11559.0
Scentre Group,Australia,1489.0,-2569.1,29372.0,11551.0
China CSSC Holdings,China,6299.0,67.3,19893.0,11450.0
Hotai Motor,Taiwan,7797.0,470.3,10330.0,11448.0
Ageas,Belgium,12500.0,1300.4,135445.0,11445.0
AGCO,United States,9150.0,427.1,8504.0,11436.0
Emera,Canada,3954.0,732.9,24516.0,11435.0
Cemex,Mexico,12945.0,-1535.5,27425.0,11433.0
Adecco,Switzerland,22312.0,-109.1,11981.0,11426.0
GF Securities,China,4734.0,1450.7,69951.0,11417.0
Indian Oil,India,48867.0,651.5,44756.0,11415.0
Newell Brands,United States,9385.0,-770.0,14700.0,11382.0
Siam Commercial Bank,Thailand,5603.0,869.7,109425.0,11377.0
Banque Saudi Fransi,Saudi Arabia,2273.0,412.1,51731.0,11354.0
Skanska,Sweden,17420.0,1072.8,15297.0,11336.0
Telecom Italia,Italy,18017.0,8235.2,89605.0,11312.0
Credicorp,Peru,5158.0,91.5,65763.0,11208.0
Hindalco Industries,India,16297.0,300.0,25004.0,11185.0
China Longyuan Power,China,4154.0,680.4,26803.0,11170.0
QBE Insurance Group,Australia,12143.0,-1513.4,40857.0,11150.0
Iliad,France,6693.0,493.6,19192.0,11139.0
Ajinomoto,Japan,9958.0,546.3,13335.0,11132.0
Zhejiang Chint Electrics,China,4402.0,563.1,9657.0,11076.0
Mitsubishi Chemical,Japan,30020.0,-655.9,49607.0,11035.0
Boliden,Sweden,6119.0,738.6,8827.0,11032.0
China Southern Airlines,China,13451.0,-1557.2,49907.0,11029.0
Barratt Developments,United Kingdom,4678.0,520.4,9648.0,11019.0
Talanx,Germany,45657.0,767.2,216412.0,11011.0
Inner Mongolia Baotou Steel,China,8443.0,-50.5,21044.0,10972.0
Suntory Beverage & Food,Japan,11034.0,489.0,15248.0,10961.0
Lear,United States,17045.0,158.5,13199.0,10959.0
PKO Bank Polski,Poland,4371.0,678.6,102467.0,10917.0
Steel Dynamics,United States,9601.0,550.8,9326.0,10878.0
Minebea,Japan,9032.0,409.7,9247.0,10824.0
Top Glove,Malaysia,3561.0,1642.7,3066.0,10803.0
Zhejiang Dahua Technology,China,3811.0,565.4,5596.0,10797.0
Jeronimo Martins,Portugal,21994.0,355.8,11536.0,10795.0
Globe Life,United States,4738.0,731.8,29047.0,10793.0
Fastighets Balder,Sweden,884.0,721.5,21967.0,10779.0
Bank Hapoalim,Israel,4725.0,597.8,168058.0,10757.0
Hana Financial Group,South Korea,12550.0,2188.9,423744.0,10708.0
Shimao Property Holdings,Hong Kong,19781.0,1835.3,90179.0,10689.0
Bausch Health Companies,Canada,8027.0,-560.0,31199.0,10680.0
Coal India,India,12263.0,1720.3,20993.0,10670.0
SDIC Power Holdings,China,5556.0,804.0,32572.0,10658.0
Athene Holding,Bermuda,14764.0,1541.0,197923.0,10634.0
All Nippon Airways,Japan,8614.0,-3450.1,31898.0,10631.0
Western Union,United States,4824.0,744.3,9496.0,10623.0
Pgnig Group,Poland,9783.0,1883.0,16874.0,10620.0
Yuanta Financial Holding,Taiwan,4726.0,818.6,98201.0,10600.0
East West Bancorp,United States,1785.0,567.8,52261.0,10568.0
Tingyi Holding,China,9802.0,586.8,9409.0,10512.0
KGHM Polska Miedz,Poland,5978.0,461.0,10790.0,10512.0
West Fraser Timber Co.,Canada,4361.0,578.5,4176.0,10487.0
Phoenix Group Holdings,United Kingdom,27877.0,993.8,443641.0,10481.0
FinecoBank,Italy,1254.0,368.9,38854.0,10479.0
Inpex,Japan,7222.0,-1046.2,44889.0,10413.0
Lithia Motors,United States,13124.0,470.3,8098.0,10412.0
Greenland Holdings Group,China,68662.0,1313.6,206295.0,10409.0
Mitsubishi Heavy Industries,Japan,35481.0,-102.9,48134.0,10400.0
Suncorp Group,Australia,8878.0,529.4,73217.0,10372.0
Western Alliance Bancorp.,United States,1345.0,615.1,43397.0,10366.0
Kingfisher,United Kingdom,15876.0,761.4,16848.0,10327.0
CIMB Group Holdings,Malaysia,6136.0,284.2,149746.0,10315.0
Kasikornbank,Thailand,8190.0,916.9,122123.0,10310.0
Standard Life,United Kingdom,2245.0,1087.4,14323.0,10294.0
Builders FirstSource,United States,8559.0,313.5,4174.0,10282.0
First Financial Holding,Taiwan,2854.0,570.8,126361.0,10282.0
West Japan Railway,Japan,9381.0,-1775.6,34098.0,10253.0
LEG Immobilien AG,Germany,1007.0,1551.6,18844.0,10239.0
Toray Industries,Japan,17771.0,163.4,26860.0,10237.0
Chailease Holding,Taiwan,2013.0,572.5,21116.0,10236.0
Guangdong Investment,Hong Kong,2988.0,581.5,11556.0,10181.0
American Financial Group,United States,7788.0,732.0,63919.0,10175.0
Taiwan Cement,Taiwan,3884.0,852.4,13862.0,10174.0
Eiffage,France,18991.0,427.5,41259.0,10170.0
Asustek Computer,Taiwan,14018.0,902.0,14112.0,10169.0
Polymetal International ,Cyprus,2855.0,1080.4,4440.0,10156.0
Eletrobrás,Brazil,5638.0,1229.0,34455.0,10140.0
Bank Leumi,Israel,4743.0,611.2,173176.0,10130.0
Henry Schein,United States,10119.0,402.2,7773.0,10125.0
AGC,Japan,13228.0,306.4,24548.0,10123.0
Sasol,South Africa,11125.0,-4899.7,27063.0,10112.0
Magnitogorsk Iron & Steel,Russia,6397.0,611.8,7552.0,10103.0
Kirkland Lake Gold,Canada,2457.0,785.3,7081.0,10088.0
Aramark,United States,11320.0,-688.5,14506.0,10068.0
Yamato Holdings,Japan,15624.0,447.6,11037.0,10065.0
President Chain Store,Taiwan,8779.0,347.7,7456.0,10052.0
Suning.com,China,37350.0,-476.7,32584.0,10047.0
Aisin Seiki,Japan,32006.0,154.4,37378.0,10031.0
Taiwan Cooperative Financial,Taiwan,3885.0,563.2,147592.0,9975.0
Amdocs,United States,4213.0,676.1,6867.0,9957.0
Reliance Steel,United States,8812.0,369.1,8107.0,9939.0
St. James's Place,United Kingdom,12206.0,336.0,177415.0,9927.0
AECOM Technology,United States,13318.0,-200.8,12505.0,9904.0
Gerdau (Cosigua),Brazil,8494.0,458.6,12153.0,9844.0
Ayala Corp,Philippines,3904.0,345.6,29319.0,9830.0
Comerica,United States,3070.0,472.0,88129.0,9787.0
RSA Insurance Group,United Kingdom,8451.0,421.9,25105.0,9771.0
First Horizon,United States,3413.0,845.0,84680.0,9739.0
ICA Gruppen,Sweden,13719.0,451.2,12711.0,9729.0
Tele2,Sweden,2918.0,797.7,9182.0,9703.0
Red Eléctrica,Spain,2264.0,708.1,15842.0,9698.0
Mediobanca,Italy,3455.0,619.3,101965.0,9688.0
Csc Financial,China,4542.0,1325.0,56764.0,9683.0
Galp Energia,Portugal,12983.0,-628.1,15285.0,9666.0
Algonquin Power & Utilities,Canada,1645.0,777.0,13224.0,9657.0
Dassault Aviation,France,6260.0,345.1,16777.0,9623.0
Aegon,Netherlands,26394.0,-166.4,519891.0,9610.0
Arkema,France,8988.0,378.5,13105.0,9608.0
Grupo ACS,Spain,39827.0,654.3,45680.0,9582.0
Pinnacle West,United States,3587.0,550.6,20020.0,9572.0
China Zheshang Bank,China,14196.0,1780.0,313228.0,9553.0
Guangzhou Automobile Group,China,9183.0,867.7,21845.0,9552.0
Resona Holdings,Japan,7448.0,1342.5,682504.0,9527.0
BDO Unibank,Philippines,4309.0,569.5,70288.0,9498.0
Alleghany,United States,8897.0,101.8,28062.0,9476.0
Kinross Gold,Canada,4208.0,1325.3,10933.0,9465.0
NRG Energy,United States,8934.0,510.0,14902.0,9465.0
Canadian Tire,Canada,11087.0,560.5,15995.0,9458.0
SEB SA,France,7911.0,342.6,11342.0,9428.0
Grupo Bimbo,Mexico,15413.0,421.9,15440.0,9423.0
Tokyo Gas,Japan,16828.0,516.3,26468.0,9417.0
Attijariwafa Bank,Morocco,4226.0,318.0,63803.0,9395.0
Alinma Bank,Saudi Arabia,1838.0,523.9,41816.0,9385.0
Kohl's,United States,15955.0,-163.0,15337.0,9363.0
Masraf Al Rayan,Qatar,1068.0,597.5,33264.0,9333.0
AngloGold Ashanti,South Africa,4422.0,951.8,7672.0,9330.0
Albertsons,United States,69355.0,1062.2,26319.0,9311.0
AGNC Investment,United States,341.0,-266.0,81817.0,9284.0
Insurance Australia Group,Australia,5407.0,-212.0,24971.0,9269.0
Flex,Singapore,23343.0,421.1,15668.0,9265.0
Otsuka,Japan,7833.0,368.2,4589.0,9235.0
Arca Continental,Mexico,7875.0,477.9,12345.0,9230.0
Assurant,United States,10084.0,441.8,34810.0,9229.0
Meiji Holdings,Japan,11260.0,601.9,10622.0,9214.0
Yonghui Superstores,China,13381.0,293.1,7742.0,9208.0
KT&G,South Korea,4493.0,993.1,10557.0,9203.0
RTL Group,Luxembourg,6859.0,560.9,11352.0,9191.0
Zions Bancorp,United States,2947.0,708.0,81479.0,9183.0
Acciona,Spain,7378.0,434.3,22352.0,9183.0
UGI,United States,6474.0,623.0,14725.0,9181.0
Chubu Electric Power,Japan,27141.0,1568.4,54343.0,9180.0
Jones Lang LaSalle,United States,16681.0,402.5,14316.0,9158.0
Power Construction Corporation of China,China,53283.0,1037.4,132884.0,9149.0
Yamaha Motor,Japan,13780.0,497.1,15893.0,9130.0
Dangote Cement,Nigeria,2710.0,720.7,5123.0,9111.0
Wharf (Holdings),Hong Kong,2707.0,498.0,32770.0,9039.0
Commerce Bank,United States,1427.0,430.4,33270.0,9031.0
XCMG Construction Machinery,China,9558.0,433.1,12915.0,8983.0
PTT Global Chemical,Thailand,10522.0,6.4,16335.0,8981.0
Reinsurance Group of America,United States,14595.0,415.0,83673.0,8979.0
Aroundtown ,Luxembourg,2184.0,742.9,37956.0,8944.0
China Railway Construction,China,131860.0,3257.8,190035.0,8931.0
China Industrial Securities,China,2999.0,580.0,27680.0,8911.0
Sinopharm Group,China,66263.0,1045.1,47591.0,8890.0
Banque Cantonale Vaudoise,Switzerland,1146.0,352.4,60169.0,8886.0
Logan Property Holdings,China,10363.0,1863.7,37236.0,8881.0
Dentsu,Japan,8797.0,-1494.8,32742.0,8868.0
Gold Fields,South Africa,3888.0,718.1,7473.0,8864.0
Kansai Electric Power,Japan,28166.0,1023.2,75686.0,8860.0
Dubai Islamic Bank,United Arab Emirates,3558.0,745.7,78831.0,8854.0
IndusInd Bank,India,4784.0,312.9,44998.0,8815.0
Sekisui Chemical,Japan,9950.0,370.0,11065.0,8784.0
DCC,United States,17042.0,365.0,9902.0,8783.0
Lotte Chemical,South Korea,10359.0,134.3,17846.0,8781.0
Hua Nan Financial,Taiwan,2286.0,293.9,110367.0,8732.0
Arrow Electronics,United States,28673.0,584.4,17054.0,8731.0
Sumitomo Chemical,Japan,20771.0,143.1,37679.0,8715.0
